기준연도,학교종류,설립구분,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),실수용(내국인),실수용(외국인),실수용(비학위)외국인,지원자수(동일지역),지원자수(타지역),"의무식
여부",구분,건물명,준공연도,1인실실수,1인실식비,1인실기숙사비,2인실실수,2인실식비,2인실기숙사비,3인실실수,3인실식비,3인실기숙사비,4인실실수,4인실식비,4인실기숙사비
2021,대학교,사립,충북,기존,중원대학교,"4,157",113,"3,235",251,0,0,0,251,X,직영(구내),생활관,2009,0,0,0,0,0,0,0,0,0,113,0,"99,133"
2021,대학교,사립,충북,기존,중원대학교,"4,157",888,"3,235",832,11,1,8,844,X,직영(구내),생활관,2009,0,0,0,218,0,"101,924",580,0,"96,489",90,0,"99,916"
2021,교육대학,국립,경남,기존,진주교육대학교,"1,329",65,130,130,0,0,0,432,O,직영(구내),두류생활관 제2관,2004,0,0,0,65,"2,700","235,514",0,0,0,0,0,0
2021,대학교,사립,경기,기존,차의과학대학교,"2,787",34,681,53,0,0,2,119,O,직영(구내),상록학사,1996,0,0,0,1,"5,000","305,455",0,0,0,33,"5,000","261,240"
2021,대학교,사립,경기,기존,차의과학대학교,"2,787",32,681,61,0,0,0,75,O,직영(구내),청운학사,1996,0,0,0,2,"5,000","305,455",0,0,0,30,"5,000","261,569"
2021,대학교,사립,경기,기존,차의과학대학교,"2,787",1,681,0,0,0,0,0,O,직영(구내),해룡학사,2012,0,0,0,0,0,0,0,0,0,1,"5,000",0
2021,대학교,사립,경기,기존,차의과학대학교,"2,787",1,681,0,0,0,0,0,O,직영(구내),해룡학사,2012,0,0,0,0,0,0,0,0,0,1,0,0
2021,대학교,사립,경기,기존,차의과학대학교,"2,787",135,681,214,0,0,3,425,O,직영(구내),해룡학사,2012,12,"5,000","665,283",55,"5,000","372,966",0,0,0,68,0,"314,639"
2021,대학교,사립,경남,기존,창신대학교,"1,841",166,900,155,0,0,31,115,O,직영(구내),남학생생활관,2003,0,0,0,166,"4,300","140,917",0,0,0,0,0,0
2021,대학교,사립,경남,기존,창신대학교,"1,841",99,900,0,87,0,0,87,X,직영(구내),유학생생활관,2007,0,0,0,99,0,"140,917",0,0,0,0,0,0
2021,대학교,사립,경남,기존,창신대학교,"1,841",185,900,290,0,0,55,278,O,직영(구내),여학생생활관,2005,0,0,0,185,"4,300","145,321",0,0,0,0,0,0
2021,대학교,국립,경남,기존,창원대학교,"8,333",149,"2,094",292,4,0,68,264,O,직영(구내),생활관2,1996,0,0,0,149,"2,900","117,000",0,0,0,0,0,0
2021,대학교,국립,경남,기존,창원대학교,"8,333",162,"2,094",293,3,0,71,267,O,직영(구내),생활관4,2008,0,0,0,162,"2,900","139,800",0,0,0,0,0,0
2021,대학교,국립,경남,기존,창원대학교,"8,333",138,"2,094",117,4,0,42,109,O,직영(구내),생활관3,1997,0,0,0,138,"2,900","117,000",0,0,0,0,0,0
2021,대학교,국립,경남,기존,창원대학교,"8,333",237,"2,094",432,8,0,99,532,O,민자(BTL),생활관7,2015,0,0,0,237,"2,900","169,051",0,0,0,0,0,0
2021,대학교,국립,경남,기존,창원대학교,"8,333",361,"2,094",695,9,0,141,778,O,민자(BTL),"생활관5,6",2009,0,0,0,361,"2,900","167,400",0,0,0,0,0,0
2021,산업대학,사립,충남,기존,청운대학교,"5,803",96,"1,103",102,0,0,0,102,X,임차,스탠포드외5,1998,59,0,"237,857",37,0,"128,839",0,0,0,0,0,0
2021,산업대학,사립,충남,기존,청운대학교,"5,803",342,"1,103",489,15,6,6,"1,118",X,직영(구내),청운학사,2008,4,0,"267,857",193,0,"254,464",0,0,0,145,0,"154,618"
2021,교육대학,국립,충북,기존,청주교육대학교,"1,190",42,455,11,0,0,0,52,O,직영(구내),늘기쁨관,1989,42,"2,500","267,568",0,0,0,0,0,0,0,0,0
2021,교육대학,국립,충북,기존,청주교육대학교,"1,190",181,455,118,0,0,6,406,O,민자(BTL),하늘나래관,2008,66,"2,500","410,546",115,"2,500","228,081",0,0,0,0,0,0
2021,교육대학,국립,충북,기존,청주교육대학교,"1,190",39,455,38,0,0,0,44,O,직영(구내),늘푸름관,2001,39,"2,500","267,568",0,0,0,0,0,0,0,0,0
2021,교육대학,국립,충북,기존,청주교육대학교,"1,190",43,455,15,0,0,52,109,O,직영(구내),늘사랑관,1975,8,"2,500","267,568",35,"2,500","148,649",0,0,0,0,0,0
2021,대학교,사립,충북,기존,청주대학교,"11,297",115,"2,369",141,0,0,311,223,X,직영(구내),진원관,1995,1,0,"442,703",114,0,"245,946",0,0,0,0,0,0
2021,대학교,사립,충북,기존,청주대학교,"11,297",101,"2,369",0,0,0,0,0,X,직영(구내),예지관,1991,0,0,0,101,0,"215,135",0,0,0,0,0,0
2021,대학교,사립,충북,기존,청주대학교,"11,297",183,"2,369",276,0,0,406,574,X,직영(구내),국제학사,2008,0,0,0,0,0,0,0,0,0,183,0,"156,757"
2021,대학교,사립,충북,기존,청주대학교,"11,297",603,"2,369",156,104,25,"1,323","1,164",X,직영(구내),우암마을,2004,0,0,0,603,0,"195,676",0,0,0,0,0,0
2021,대학교,사립,전남,기존,초당대학교,"3,282",130,"1,090",98,31,0,3,126,O,직영(구내),우의관,2009,46,"3,000","331,225",84,"3,000","184,163",0,0,0,0,0,0
2021,대학교,사립,전남,기존,초당대학교,"3,282",176,"1,090",30,58,0,0,88,O,직영(구내),은행관,1998,0,0,0,176,"3,000","184,163",0,0,0,0,0,0
2021,대학교,사립,전남,기존,초당대학교,"3,282",167,"1,090",324,0,0,3,322,O,직영(구내),한마관,1997,0,0,0,167,"3,000","184,163",0,0,0,0,0,0
2021,대학교,사립,전남,기존,초당대학교,"3,282",134,"1,090",158,0,0,2,156,O,직영(구내),동백관,2003,78,"3,000","331,500",56,"3,000","184,163",0,0,0,0,0,0
2021,대학교,사립,서울,기존,총신대학교,"3,087",165,"1,607",0,0,0,0,0,X,직영(구내),제1생활관,1987,0,0,0,0,0,0,0,0,0,165,0,0
2021,대학교,사립,서울,기존,총신대학교,"3,087",66,"1,607",0,0,0,0,0,X,직영(구내),제2생활관,1996,0,0,0,0,0,0,0,0,0,66,0,0
2021,대학교,사립,서울,기존,총신대학교,"3,087",95,"1,607",42,15,0,0,57,X,직영(구내),제3생활관,2003,0,0,0,0,0,0,0,0,0,95,0,"154,091"
2021,대학교,사립,서울,기존,총신대학교,"3,087",16,"1,607",43,0,0,0,70,X,직영(구내),여자기숙사,1992,0,0,0,0,0,0,1,0,"152,752",15,0,0
2021,대학교,사립,서울,기존,총신대학교,"3,087",62,"1,607",110,3,0,0,146,X,직영(구내),남자기숙사,1972,0,0,0,4,0,"152,752",0,0,0,58,0,"152,752"
2021,대학교,사립,서울,기존,추계예술대학교,"1,235",13,178,0,0,0,0,0,X,직영(구내),청사관 기숙사,2017,0,0,0,7,0,"596,685",0,0,0,6,0,"447,514"
2021,대학교,사립,서울,기존,추계예술대학교,"1,235",24,178,0,6,0,0,6,X,직영(구내),창조관 기숙사,2019,0,0,0,12,0,"596,685",0,0,0,12,0,"447,514"
2021,대학교,사립,서울,기존,추계예술대학교,"1,235",3,178,2,0,0,0,2,X,행복기숙사,한국장학재단-은행권 대학생 연합생활관,2017,1,0,"180,000",2,0,"180,000",0,0,0,0,0,0
2021,대학교,사립,서울,기존,추계예술대학교,"1,235",9,178,17,0,0,0,17,X,임차,CUfA 1,2016,0,0,0,9,0,"298,343",0,0,0,0,0,0
2021,대학교,사립,서울,기존,추계예술대학교,"1,235",17,178,9,0,0,0,9,X,임차,CUfA 4(이룸채),1983,17,0,"468,577",0,0,0,0,0,0,0,0,0
2021,대학교,사립,서울,기존,추계예술대학교,"1,235",3,178,6,0,0,0,6,X,임차,CUfA 3,2019,0,0,0,3,0,"323,204",0,0,0,0,0,0
2021,대학교,사립,서울,기존,추계예술대학교,"1,235",9,178,1,0,0,0,1,O,행복기숙사,홍제동대학생 연합기숙사,2014,0,0,0,8,"3,300","298,343",0,0,0,1,"3,300","229,558"
2021,교육대학,국립,강원,기존,춘천교육대학교,"1,305",112,760,0,0,0,26,198,X,직영(구내),목련관,2001,0,0,0,112,0,"162,054",0,0,0,0,0,0
2021,교육대학,국립,강원,기존,춘천교육대학교,"1,305",268,760,0,0,0,17,503,O,민자(BTL),송백관,2009,0,0,0,268,0,"200,357",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",197,"5,060",185,1,0,18,328,O,민자(BTL),11동,2009,0,0,0,197,"3,390","227,989",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",127,"5,060",118,0,0,8,260,O,직영(구내),3동,1986,11,"3,390","309,138",116,"3,390","227,989",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",418,"5,060",308,18,24,11,466,O,민자(BTL),8동,2009,7,"3,390","326,378",411,"3,390","227,989",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",96,"5,060",30,9,2,6,50,X,민자(BTL),10동,2009,96,0,0,0,0,0,0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",98,"5,060",0,0,0,0,0,O,직영(구내),4동,1986,0,0,0,98,0,0,0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",45,"5,060",43,9,0,4,25,X,직영(구내),보운관 1동,2001,0,0,0,45,0,"143,571",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",100,"5,060",69,1,0,18,252,X,민자(BTL),12동,2015,50,0,"337,673",50,0,"252,363",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",276,"5,060",268,0,0,47,751,X,민자(BTL),13동,2015,101,0,"308,246",175,0,"244,932",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",220,"5,060",163,0,0,150,822,O,직영(구내),1동,1986,0,0,0,220,"3,390","213,721",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",132,"5,060",0,0,0,0,0,O,직영(구내),2동,1986,0,0,0,132,"3,390","227,989",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",62,"5,060",57,0,0,8,231,O,직영(구내),5동,1986,0,0,0,46,"3,390","220,558",16,"3,390","199,156",0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",142,"5,060",87,27,7,5,97,O,직영(구내),6동,1986,0,0,0,142,"3,390","213,721",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",432,"5,060",357,8,0,427,"1,762",O,민자(BTL),7동,2009,7,"3,390","326,378",425,"3,390","227,989",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",211,"5,060",164,6,0,150,782,O,민자(BTL),9동,2009,0,0,0,211,"3,390","227,989",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",95,"5,060",125,4,0,15,170,X,민자(BTL),보운관 2동,2015,40,0,"308,246",55,0,"175,079",0,0,0,0,0,0
2021,대학교,국립,대전,기존,충남대학교,"21,517",38,"5,060",22,0,0,6,27,O,직영(구내),이인구인재관,1994,22,"3,390","312,705",16,"3,390","218,477",0,0,0,0,0,0
2021,대학교,국립,충북,기존,충북대학교,"15,364",209,"4,121",0,0,0,0,0,O,직영(구내),계영원,2003,0,0,0,209,"2,520","145,676",0,0,0,0,0,0
2021,대학교,국립,충북,기존,충북대학교,"15,364",809,"4,121","1,084",45,8,0,"1,398",O,민자(BTL),양성재,2008,15,"2,600","146,568",791,"2,600","146,568",0,0,0,3,"2,600","146,568"
2021,대학교,국립,충북,기존,충북대학교,"15,364",85,"4,121",0,63,6,0,56,O,직영(구내),등용관,1985,2,0,0,83,"2,270","137,946",0,0,0,0,0,0
2021,대학교,국립,충북,기존,충북대학교,"15,364",52,"4,121",83,0,0,0,121,O,직영(구내),정의관,1993,0,0,0,52,"2,520","145,676",0,0,0,0,0,0
2021,대학교,국립,충북,기존,충북대학교,"15,364",120,"4,121",165,0,0,0,210,O,직영(구내),개척관,1993,0,0,0,120,"2,520","145,676",0,0,0,0,0,0
2021,대학교,국립,충북,기존,충북대학교,"15,364",111,"4,121",201,0,0,0,257,O,직영(구내),진리관,1993,0,0,0,111,"2,520","145,676",0,0,0,0,0,0
2021,대학교,국립,충북,기존,충북대학교,"15,364",682,"4,121","1,128",0,0,0,"2,693",O,민자(BTL),양진재,2015,4,0,0,678,"2,850","131,703",0,0,0,0,0,0
2021,대학교,사립,경기,기존,칼빈대학교,584,52,224,45,2,0,0,47,X,직영(구내),바울관,1987,0,0,0,0,0,0,52,0,"145,631",0,0,0
2021,대학교,사립,경기,기존,칼빈대학교,584,34,224,9,1,0,0,10,X,직영(구내),에스더관,1991,0,0,0,34,0,"131,068",0,0,0,0,0,0
2021,대학교,사립,경기,기존,평택대학교,"3,949",120,"1,153",111,0,0,50,198,X,,제3국제관,2012,23,0,"385,046",49,0,"245,229",0,0,0,48,0,"181,101"
2021,대학교,사립,경기,기존,평택대학교,"3,949",140,"1,153",0,33,26,0,59,X,,국제관,2004,0,0,0,0,0,0,0,0,0,140,0,"118,636"
2021,대학교,사립,경기,기존,평택대학교,"3,949",94,"1,153",124,0,0,55,169,X,,제2국제관,2009,0,0,0,48,0,"228,716",0,0,0,46,0,"164,587"
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",48,"3,221",69,0,0,0,69,X,직영(구내),여학생생활관 2동,1990,0,0,0,48,0,"138,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",60,"3,221",59,0,0,0,59,X,직영(구내),남학생생활관 17동,1995,60,0,"232,209",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",34,"3,221",23,0,0,0,23,X,직영(구내),남학생생활관 5동,1988,0,0,0,34,0,"152,400",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",75,"3,221",144,0,0,0,144,X,직영(구내),대학원아파트 1동,1988,0,0,0,75,0,"165,306",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",72,"3,221",17,29,6,0,52,X,직영(구내),생활관 16동(DICE동),1992,0,0,0,72,0,"138,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",68,"3,221",24,0,0,0,24,X,직영(구내),"남,여학생생활관 20동",1997,24,0,"247,209",44,0,"91,102",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",60,"3,221",102,0,0,0,102,X,직영(구내),남학생생활관 10동,1989,0,0,0,60,0,"138,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",59,"3,221",96,0,0,0,96,X,직영(구내),남학생생활관 11동,1989,0,0,0,59,0,"138,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",60,"3,221",102,0,0,0,102,X,직영(구내),남학생생활관 12동,1989,0,0,0,60,0,"138,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",45,"3,221",43,0,0,0,43,X,직영(구내),남학생생활관 13동,1990,45,0,"232,209",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",56,"3,221",94,0,0,0,94,X,직영(구내),남학생생활관 15동,1990,0,0,0,56,0,"138,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",160,"3,221",153,0,0,0,153,X,직영(구내),남학생생활관 19동,1996,160,0,"208,806",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",37,"3,221",10,0,0,0,10,X,직영(구내),남학생생활관 2동,1987,37,0,"256,582",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",34,"3,221",22,0,0,0,22,X,직영(구내),남학생생활관 3동,1987,0,0,0,34,0,"152,400",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",34,"3,221",33,0,0,0,33,X,직영(구내),남학생생활관 4동,1987,0,0,0,34,0,"152,400",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",37,"3,221",29,0,0,0,29,X,직영(구내),남학생생활관 6동,1988,0,0,0,37,0,"152,400",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",34,"3,221",26,0,0,0,26,X,직영(구내),남학생생활관 7동,1988,0,0,0,34,0,"152,400",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",34,"3,221",24,0,0,0,24,X,직영(구내),남학생생활관 8동,1988,0,0,0,34,0,"152,400",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",60,"3,221",57,0,0,0,57,X,직영(구내),남학생생활관 9동,1989,60,0,"232,209",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",37,"3,221",10,0,0,0,10,X,직영(구내),남학생생활관1동,1987,37,0,"256,582",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",75,"3,221",0,0,0,0,0,X,직영(구내),대학원아파트 2동,1991,75,0,0,0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",75,"3,221",35,0,0,0,35,X,직영(구내),대학원아파트 3동,1992,75,0,"229,592",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",75,"3,221",61,0,0,0,61,X,직영(구내),대학원아파트 4동,1998,75,0,"229,592",0,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",49,"3,221",0,0,0,0,0,X,직영(구내),생활관 14동,1990,0,0,0,49,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",80,"3,221",0,0,0,0,0,X,직영(구내),생활관 18동,1994,0,0,0,80,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",303,"3,221",0,0,0,0,0,X,직영(구내),생활관 21동(RC동),2007,0,0,0,303,0,"180,327",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",60,"3,221",73,0,0,0,73,X,직영(구내),여학생생활관 1동,1988,0,0,0,60,0,"152,400",0,0,0,0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",29,"3,221",45,1,0,0,46,X,직영(구내),포스빌 6동,1998,0,0,0,0,0,0,29,0,"202,653",0,0,0
2021,대학교,사립,경북,기존,포항공과대학교,"3,218",98,"3,221",95,0,0,0,95,X,직영(구내),여학생생활관 3동,1999,56,0,"232,209",42,0,"138,000",0,0,0,0,0,0
2021,대학교,국립,경기,기존,한경대학교,"5,308",201,"1,308",333,0,0,2,157,X,,호연관,2007,0,0,0,201,"3,600","140,400",0,0,0,0,0,0
2021,대학교,국립,경기,기존,한경대학교,"5,308",296,"1,308",537,16,5,3,"1,095",O,,나래관,2017,6,"3,600","169,800",290,"3,600","169,800",0,0,0,0,0,0
2021,대학교,국립,경기,기존,한경대학교,"5,308",109,"1,308",205,0,0,1,323,O,,창조관,2013,2,"3,600","166,200",107,"3,600","166,200",0,0,0,0,0,0
2021,대학교,국립,경기,기존,한경대학교,"5,308",52,"1,308",89,0,0,0,107,O,,비봉관,1983,0,0,0,52,"3,600","166,200",0,0,0,0,0,0
2021,대학교,사립,경기,기존,한국공학대학교,"6,362",442,"2,351",956,0,0,50,"1,315",X,,제2생활관,2017,5,0,"371,282",385,0,"246,154",0,0,0,52,0,"246,154"
2021,대학교,사립,경기,기존,한국공학대학교,"6,362",646,"2,351","1,123",2,21,28,"1,509",X,,TIP생활관,2006,30,0,"371,282",563,0,"246,154",0,0,0,53,0,"173,026"
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",414,"6,354",224,44,0,43,225,X,직영(구내),갈릴레이관,1989,133,0,"187,000",264,0,"104,000",17,0,"104,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",63,"6,354",15,4,0,4,15,X,직영(구내),나눔관,1989,43,0,"262,000",20,0,"90,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",175,"6,354",226,47,0,44,229,X,직영(구내),나들관,2014,2,0,"142,000",173,0,"142,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",143,"6,354",156,8,0,13,151,X,직영(구내),나래관,2011,110,0,"292,000",33,0,"165,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",163,"6,354",185,47,0,24,208,X,직영(구내),다솜관,2005,79,0,"262,000",84,0,"129,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",251,"6,354",186,38,0,34,190,X,직영(구내),문지관,2004,200,0,"145,000",51,0,"78,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",198,"6,354",250,8,0,21,237,X,직영(구내),미르관,2011,127,0,"292,000",71,0,"165,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",133,"6,354",253,0,0,21,232,X,직영(구내),사랑관,1985,2,0,"101,000",0,0,0,131,0,"101,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",136,"6,354",237,32,0,13,256,X,직영(구내),성실관,1986,1,0,"181,000",135,0,"101,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",568,"6,354",646,23,0,112,557,X,직영(구내),세종관,1989,243,0,"187,000",305,0,"104,000",20,0,"104,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",135,"6,354",218,19,0,7,230,X,직영(구내),소망관,1958,0,0,0,0,0,0,135,0,"101,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",137,"6,354",156,28,0,8,176,X,직영(구내),신뢰관,1987,86,0,"181,000",49,0,"101,000",2,0,"101,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",244,"6,354",321,30,0,26,325,X,직영(구내),아름관,1987,53,0,"181,000",183,0,"101,000",8,0,"101,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",124,"6,354",105,37,0,20,122,X,직영(구내),여울관,2014,57,0,"255,000",67,0,"142,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",24,"6,354",20,4,0,7,17,X,직영(구내),원내아파트,1989,0,0,0,0,0,0,24,0,"104,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",134,"6,354",127,21,0,12,136,X,직영(구내),지혜관,1987,70,0,"181,000",62,0,"101,000",2,0,"101,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",136,"6,354",162,12,0,6,168,X,직영(구내),진리관,1986,92,0,"181,000",42,0,"101,000",2,0,"101,000",0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",248,"6,354",71,5,0,22,54,X,직영(구내),화암관,2014,152,0,"132,000",96,0,"65,000",0,0,0,0,0,0
2021,대학교,특별법법인,대전,기존,한국과학기술원,"10,821",360,"6,354",460,49,0,52,457,X,직영(구내),희망관,2006,193,0,"262,000",167,0,"129,000",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",37,"2,193",0,0,0,0,0,O,직영(구내),어울림관,1998,37,0,0,0,0,0,0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",118,"2,193",0,0,0,17,186,O,직영(구내),다락관,1989,0,0,0,118,"2,070","135,600",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",57,"2,193",0,0,0,9,96,O,직영(구내),복지관,1999,0,0,0,57,"2,070","135,600",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",115,"2,193",0,0,0,19,184,O,직영(구내),인내관,1985,0,0,0,115,"2,070","135,600",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",112,"2,193",0,0,0,0,0,O,직영(구내),지혜관,1986,112,0,0,0,0,0,0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",138,"2,193",0,0,0,19,223,O,직영(구내),청람관,1986,0,0,0,138,"2,070","135,600",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",68,"2,193",0,0,0,8,106,O,직영(구내),퇴계관,1997,0,0,0,0,0,0,68,"2,070","135,600",0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",126,"2,193",0,0,0,9,224,O,직영(구내),율곡관,1986,0,0,0,126,"2,070","135,600",0,0,0,0,"2,070",0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",59,"2,193",0,0,0,0,55,O,직영(구내),사랑관,1985,0,0,0,0,0,0,0,0,0,59,0,"135,600"
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",131,"2,193",0,0,0,12,192,O,직영(구내),사임당관,1985,0,0,0,131,"2,070","135,600",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교원대학교,"3,756",78,"2,193",0,0,0,16,128,O,직영(구내),신뢰관,1985,0,0,0,0,0,0,78,"2,070","135,600",0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",132,"2,210",196,11,0,9,420,O,,예성생활관,2005,0,0,0,132,"3,300","135,730",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",166,"2,210",179,0,0,0,179,O,,청아생활관,2000,0,0,0,166,"3,300","141,964",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",107,"2,210",95,0,0,10,275,O,,대원생활관(여),2015,2,"3,300","193,324",105,"3,300","193,324",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",120,"2,210",107,0,0,12,532,O,,대원생활관(남),2015,1,"3,300","193,324",119,"3,300","193,324",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",146,"2,210",102,6,1,10,330,O,,중원생활관,2011,2,"3,300","199,784",144,"3,300","199,784",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",172,"2,210",206,12,0,0,540,O,,국원생활관,1991,1,0,"174,600",171,0,"174,600",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",123,"2,210",229,0,0,0,229,O,,초아생활관,2016,0,0,0,123,"3,300","243,750",0,0,0,0,0,0
2021,대학교,국립,충북,기존,한국교통대학교,"8,440",142,"2,210",139,3,0,0,257,X,,백인생활관,1998,0,0,0,142,0,"115,405",0,0,0,0,0,0
2021,대학교,사립,경남,기존,한국국제대학교,"1,196",260,"1,820",154,14,0,12,156,X,,상문1생활관,2007,0,0,0,0,0,0,260,0,"2,679",0,0,0
2021,대학교,사립,경남,기존,한국국제대학교,"1,196",194,"1,820",159,0,0,0,159,O,,상문2생활관,2016,0,0,0,70,"3,600","239,571",124,"3,600","191,571",0,0,0
2021,대학교,사립,경남,기존,한국국제대학교,"1,196",176,"1,820",0,0,0,0,0,O,,진주학사,2001,0,0,0,0,0,0,176,0,0,0,0,0
2021,대학교,사립,충남,기존,한국기술교육대학교,"4,080",177,"3,292",174,0,0,11,163,X,,해울관,1992,0,0,0,177,0,"195,000",0,0,0,0,0,0
2021,대학교,사립,충남,기존,한국기술교육대학교,"4,080",140,"3,292",137,0,0,15,122,X,,함지관,1996,0,0,0,140,0,"225,000",0,0,0,0,0,0
2021,대학교,사립,충남,기존,한국기술교육대학교,"4,080",126,"3,292",0,0,0,0,0,X,,IH,2008,0,0,0,126,0,"270,000",0,0,0,0,0,0
